timestamp,goal_brew_temp,brew_temp,ambient_temp,top_temp,bottom_temp,cooler_on,heater_on,fan_on,stage_name
2025-02-07 09:41:03,17.00,20.12,20.50,21.50,20.75,0,0,0,Primary
2025-02-07 09:41:08,17.00,20.12,20.50,21.50,20.75,0,0,0,Primary
2025-02-07 09:41:13,17.00,20.12,20.44,21.50,20.75,0,0,0,Primary
2025-02-07 09:41:18,17.00,20.12,20.50,21.56,20.75,0,0,0,Primary
2025-02-07 09:41:23,17.00,20.19,20.44,21.56,20.75,0,0,0,Primary
2025-02-07 09:41:27,17.00,20.19,20.50,21.50,20.75,0,0,0,Primary
2025-02-07 09:41:32,17.00,20.19,20.50,21.50,20.75,0,0,0,Primary
2025-02-07 09:41:37,17.00,20.12,20.44,21.56,20.75,0,0,0,Primary
2025-02-07 09:41:41,17.00,20.12,20.44,21.50,20.81,0,0,0,Primary
2025-02-07 09:41:46,17.00,20.19,20.50,21.56,20.81,0,0,0,Primary
2025-02-07 09:41:51,17.00,20.12,20.50,21.56,20.81,0,0,0,Primary
2025-02-07 09:41:56,17.00,20.12,20.50,21.56,20.75,0,0,0,Primary
2025-02-07 09:42:00,17.00,20.19,20.50,21.56,20.75,0,0,0,Primary
2025-02-07 09:42:05,17.00,20.12,20.50,21.56,20.81,0,0,0,Primary
2025-02-07 09:42:10,17.00,20.12,20.50,21.56,20.81,0,0,0,Primary
2025-02-07 09:42:15,17.00,20.19,20.50,21.56,20.75,0,0,0,Primary
2025-02-07 09:42:19,17.00,20.19,20.50,21.56,20.81,0,0,0,Primary
2025-02-07 09:42:24,17.00,20.19,20.50,21.56,20.81,0,0,0,Primary
2025-02-07 09:42:29,17.00,20.19,20.50,21.56,20.81,0,0,0,Primary
2025-02-07 09:42:34,17.00,20.19,20.50,21.56,20.75,0,0,0,Primary
2025-02-07 09:42:39,17.00,20.19,20.50,21.50,20.75,0,0,0,Primary
2025-02-07 09:42:44,17.00,20.12,20.50,21.56,20.75,0,0,0,Primary
2025-02-07 09:42:49,17.00,20.19,20.56,21.56,20.75,0,0,0,Primary
2025-02-07 09:42:54,17.00,20.19,20.50,21.56,20.75,0,0,0,Primary
2025-02-07 09:42:58,17.00,20.19,20.50,21.56,20.81,0,0,0,Primary
2025-02-07 09:43:03,17.00,20.19,20.50,21.56,20.81,0,0,0,Primary
2025-02-07 09:43:08,17.00,20.19,20.50,21.56,20.81,0,0,0,Primary
2025-02-07 09:43:13,17.00,20.19,20.50,21.56,20.81,0,0,0,Primary
2025-02-07 09:43:17,17.00,20.19,20.50,21.62,20.81,0,0,0,Primary
2025-02-07 09:43:22,17.00,20.19,20.56,21.56,20.81,0,0,0,Primary
2025-02-07 09:43:27,17.00,20.19,20.56,21.56,20.81,0,0,0,Primary
2025-02-07 09:43:32,17.00,20.19,20.56,21.56,20.81,0,0,0,Primary
